CandidateName,Year,StateName,CountyName,Count
Donald Trump,2016,Louisiana,Bossier,35474
Other,2016,Louisiana,Bossier,1733
Hillary Clinton,2016,Louisiana,Caddo,53483
Donald Trump,2016,Louisiana,Caddo,49006
Other,2016,Louisiana,Caddo,3315
Hillary Clinton,2016,Louisiana,Calcasieu,26296
Donald Trump,2016,Louisiana,Calcasieu,54191
Other,2016,Louisiana,Calcasieu,3298
Hillary Clinton,2016,Louisiana,Caldwell,788
Donald Trump,2016,Louisiana,Caldwell,3822
Other,2016,Louisiana,Caldwell,82
Hillary Clinton,2016,Louisiana,Cameron,323
Donald Trump,2016,Louisiana,Cameron,3256
Other,2016,Louisiana,Cameron,113
Hillary Clinton,2016,Louisiana,Catahoula,1322
Donald Trump,2016,Louisiana,Catahoula,3479
Other,2016,Louisiana,Catahoula,55
Hillary Clinton,2016,Louisiana,Claiborne,2717
Donald Trump,2016,Louisiana,Claiborne,3585
Other,2016,Louisiana,Claiborne,119
Hillary Clinton,2016,Louisiana,Concordia,3272
Donald Trump,2016,Louisiana,Concordia,5477
Other,2016,Louisiana,Concordia,123
Hillary Clinton,2016,Louisiana,De Soto,5165
Donald Trump,2016,Louisiana,De Soto,8068
Other,2016,Louisiana,De Soto,267
Hillary Clinton,2016,Louisiana,East Baton Rouge,102828
Donald Trump,2016,Louisiana,East Baton Rouge,84660
Other,2016,Louisiana,East Baton Rouge,9003
Hillary Clinton,2016,Louisiana,East Carroll,1838
Donald Trump,2016,Louisiana,East Carroll,1059
Other,2016,Louisiana,East Carroll,42
Hillary Clinton,2016,Louisiana,East Feliciana,4235
Donald Trump,2016,Louisiana,East Feliciana,5569
Other,2016,Louisiana,East Feliciana,238
Hillary Clinton,2016,Louisiana,Evangeline,4208
Donald Trump,2016,Louisiana,Evangeline,10360
Other,2016,Louisiana,Evangeline,314
Hillary Clinton,2016,Louisiana,Franklin,2506
Donald Trump,2016,Louisiana,Franklin,6514
Other,2016,Louisiana,Franklin,142
Hillary Clinton,2016,Louisiana,Grant,1181
Donald Trump,2016,Louisiana,Grant,7408
Other,2016,Louisiana,Grant,232
Hillary Clinton,2016,Louisiana,Iberia,10698
Donald Trump,2016,Louisiana,Iberia,20903
Other,2016,Louisiana,Iberia,853
Hillary Clinton,2016,Louisiana,Iberville,8324
Donald Trump,2016,Louisiana,Iberville,7320
Other,2016,Louisiana,Iberville,399
Hillary Clinton,2016,Louisiana,Jackson,2139
Donald Trump,2016,Louisiana,Jackson,5169
Other,2016,Louisiana,Jackson,156
Hillary Clinton,2016,Louisiana,Jefferson,73670
Donald Trump,2016,Louisiana,Jefferson,100398
Other,2016,Louisiana,Jefferson,7571
Hillary Clinton,2016,Louisiana,Jefferson Davis,3080
Donald Trump,2016,Louisiana,Jefferson Davis,10775
Other,2016,Louisiana,Jefferson Davis,422
Hillary Clinton,2016,Louisiana,Lafayette,32726
Donald Trump,2016,Louisiana,Lafayette,68195
Other,2016,Louisiana,Lafayette,4682
Hillary Clinton,2016,Louisiana,Lafourche,8423
Donald Trump,2016,Louisiana,Lafourche,31959
Other,2016,Louisiana,Lafourche,1263
Hillary Clinton,2016,Louisiana,La Salle,605
Donald Trump,2016,Louisiana,La Salle,5836
Other,2016,Louisiana,La Salle,128
Hillary Clinton,2016,Louisiana,Lincoln,7107
Donald Trump,2016,Louisiana,Lincoln,10761
Other,2016,Louisiana,Lincoln,801
Hillary Clinton,2016,Louisiana,Livingston,6950
Donald Trump,2016,Louisiana,Livingston,48824
Other,2016,Louisiana,Livingston,1956
Hillary Clinton,2016,Louisiana,Madison,2744
Donald Trump,2016,Louisiana,Madison,1927
Other,2016,Louisiana,Madison,61
Hillary Clinton,2016,Louisiana,Morehouse,5155
Donald Trump,2016,Louisiana,Morehouse,6502
Other,2016,Louisiana,Morehouse,195
Hillary Clinton,2016,Louisiana,Natchitoches,7144
Donald Trump,2016,Louisiana,Natchitoches,8968
Other,2016,Louisiana,Natchitoches,509
Hillary Clinton,2016,Louisiana,Orleans,133996
Donald Trump,2016,Louisiana,Orleans,24292
Other,2016,Louisiana,Orleans,7524
Hillary Clinton,2016,Louisiana,Ouachita,24428
Donald Trump,2016,Louisiana,Ouachita,41734
Other,2016,Louisiana,Ouachita,1855
Hillary Clinton,2016,Louisiana,Plaquemines,3347
Donald Trump,2016,Louisiana,Plaquemines,6900
Other,2016,Louisiana,Plaquemines,326
Hillary Clinton,2016,Louisiana,Pointe Coupee,4764
Donald Trump,2016,Louisiana,Pointe Coupee,6789
Other,2016,Louisiana,Pointe Coupee,208
Hillary Clinton,2016,Louisiana,Rapides,18322
Donald Trump,2016,Louisiana,Rapides,36816
Other,2016,Louisiana,Rapides,1706
Hillary Clinton,2016,Louisiana,Red River,1938
Donald Trump,2016,Louisiana,Red River,2391
Other,2016,Louisiana,Red River,93
Hillary Clinton,2016,Louisiana,Richland,3157
Donald Trump,2016,Louisiana,Richland,6287
Other,2016,Louisiana,Richland,153
Hillary Clinton,2016,Louisiana,Sabine,1703
Donald Trump,2016,Louisiana,Sabine,7879
Other,2016,Louisiana,Sabine,205
Hillary Clinton,2016,Louisiana,St. Bernard,4960
Donald Trump,2016,Louisiana,St. Bernard,10237
Other,2016,Louisiana,St. Bernard,618
Hillary Clinton,2016,Louisiana,St. Charles,8559
Donald Trump,2016,Louisiana,St. Charles,16621
Other,2016,Louisiana,St. Charles,1012
Hillary Clinton,2016,Louisiana,St. Helena,3353
Donald Trump,2016,Louisiana,St. Helena,2497
Other,2016,Louisiana,St. Helena,114
Hillary Clinton,2016,Louisiana,St. James,6418
Donald Trump,2016,Louisiana,St. James,5456
Other,2016,Louisiana,St. James,211
Hillary Clinton,2016,Louisiana,St. John the Baptist,12661
Donald Trump,2016,Louisiana,St. John the Baptist,7569
Other,2016,Louisiana,St. John the Baptist,513
Hillary Clinton,2016,Louisiana,St. Landry,17209
Donald Trump,2016,Louisiana,St. Landry,21971
Other,2016,Louisiana,St. Landry,797
Hillary Clinton,2016,Louisiana,St. Martin,8266
Donald Trump,2016,Louisiana,St. Martin,16873
Other,2016,Louisiana,St. Martin,611
Hillary Clinton,2016,Louisiana,St. Mary,8050
Donald Trump,2016,Louisiana,St. Mary,14359
Other,2016,Louisiana,St. Mary,468
Hillary Clinton,2016,Louisiana,St. Tammany,27717
Donald Trump,2016,Louisiana,St. Tammany,90915
Other,2016,Louisiana,St. Tammany,5760
Hillary Clinton,2016,Louisiana,Tangipahoa,16878
Donald Trump,2016,Louisiana,Tangipahoa,33959
Other,2016,Louisiana,Tangipahoa,1579
Hillary Clinton,2016,Louisiana,Tensas,1332
Donald Trump,2016,Louisiana,Tensas,1182
Other,2016,Louisiana,Tensas,34
Hillary Clinton,2016,Louisiana,Terrebonne,10665
Donald Trump,2016,Louisiana,Terrebonne,31902
Other,2016,Louisiana,Terrebonne,1329
Hillary Clinton,2016,Louisiana,Union,2691
Donald Trump,2016,Louisiana,Union,7972
Other,2016,Louisiana,Union,231
Hillary Clinton,2016,Louisiana,Vermilion,4857
Donald Trump,2016,Louisiana,Vermilion,20063
Other,2016,Louisiana,Vermilion,712
Hillary Clinton,2016,Louisiana,Vernon,2665
Donald Trump,2016,Louisiana,Vernon,13471
Other,2016,Louisiana,Vernon,497
Hillary Clinton,2016,Louisiana,Washington,5692
Donald Trump,2016,Louisiana,Washington,12556
Other,2016,Louisiana,Washington,380
Hillary Clinton,2016,Louisiana,Webster,6260
Donald Trump,2016,Louisiana,Webster,11542
Other,2016,Louisiana,Webster,343
Hillary Clinton,2016,Louisiana,West Baton Rouge,5383
Donald Trump,2016,Louisiana,West Baton Rouge,6927
Other,2016,Louisiana,West Baton Rouge,402
Hillary Clinton,2016,Louisiana,West Carroll,715
Donald Trump,2016,Louisiana,West Carroll,3970
Other,2016,Louisiana,West Carroll,74
Hillary Clinton,2016,Louisiana,West Feliciana,2248
Donald Trump,2016,Louisiana,West Feliciana,3390
Other,2016,Louisiana,West Feliciana,161
Hillary Clinton,2016,Louisiana,Winn,1644
Donald Trump,2016,Louisiana,Winn,4608
Other,2016,Louisiana,Winn,120
Hillary Clinton,2016,Maine,Androscoggin,23009
Donald Trump,2016,Maine,Androscoggin,28227
Other,2016,Maine,Androscoggin,4365
Hillary Clinton,2016,Maine,Aroostook,13386
Donald Trump,2016,Maine,Aroostook,19419
Other,2016,Maine,Aroostook,2292
Hillary Clinton,2016,Maine,Cumberland,102981
Donald Trump,2016,Maine,Cumberland,57709
Other,2016,Maine,Cumberland,11128
Hillary Clinton,2016,Maine,Franklin,7016
Donald Trump,2016,Maine,Franklin,7918
Other,2016,Maine,Franklin,1554
Hillary Clinton,2016,Maine,Hancock,16117
Donald Trump,2016,Maine,Hancock,13705
Other,2016,Maine,Hancock,2308
Hillary Clinton,2016,Maine,Kennebec,29302
Donald Trump,2016,Maine,Kennebec,31675
Other,2016,Maine,Kennebec,5231
Hillary Clinton,2016,Maine,Knox,12443
Donald Trump,2016,Maine,Knox,9148
Other,2016,Maine,Knox,1556
Hillary Clinton,2016,Maine,Lincoln,10241
Donald Trump,2016,Maine,Lincoln,9727
Other,2016,Maine,Lincoln,1535
Hillary Clinton,2016,Maine,Oxford,12172
Donald Trump,2016,Maine,Oxford,16210
Other,2016,Maine,Oxford,2819
Hillary Clinton,2016,Maine,Penobscot,32838
Donald Trump,2016,Maine,Penobscot,41622
Other,2016,Maine,Penobscot,6080
Hillary Clinton,2016,Maine,Piscataquis,3098
Donald Trump,2016,Maine,Piscataquis,5406
Other,2016,Maine,Piscataquis,678
Hillary Clinton,2016,Maine,Sagadahoc,10664
Donald Trump,2016,Maine,Sagadahoc,9304
Other,2016,Maine,Sagadahoc,1648
Hillary Clinton,2016,Maine,Somerset,9092
Donald Trump,2016,Maine,Somerset,15001
Other,2016,Maine,Somerset,1971
Hillary Clinton,2016,Maine,Waldo,10440
Donald Trump,2016,Maine,Waldo,10378
Other,2016,Maine,Waldo,1889
Hillary Clinton,2016,Maine,Washington,6075
Donald Trump,2016,Maine,Washington,9093
Other,2016,Maine,Washington,1197
Hillary Clinton,2016,Maine,York,55844
Donald Trump,2016,Maine,York,50403
Other,2016,Maine,York,8027
Hillary Clinton,2016,Maryland,Allegany,7875
Donald Trump,2016,Maryland,Allegany,21270
Other,2016,Maryland,Allegany,1509
Hillary Clinton,2016,Maryland,Anne Arundel,128419
Donald Trump,2016,Maryland,Anne Arundel,122403
Other,2016,Maryland,Anne Arundel,19259
Hillary Clinton,2016,Maryland,Baltimore,218412
Donald Trump,2016,Maryland,Baltimore,149477
Other,2016,Maryland,Baltimore,22793
Hillary Clinton,2016,Maryland,Calvert,18225
Donald Trump,2016,Maryland,Calvert,26176
Other,2016,Maryland,Calvert,3007
Hillary Clinton,2016,Maryland,Caroline,4009
Donald Trump,2016,Maryland,Caroline,9368
Other,2016,Maryland,Caroline,736
Hillary Clinton,2016,Maryland,Carroll,26567
Donald Trump,2016,Maryland,Carroll,58215
Other,2016,Maryland,Carroll,7066
Hillary Clinton,2016,Maryland,Cecil,13650
Donald Trump,2016,Maryland,Cecil,28868
Other,2016,Maryland,Cecil,2751
Hillary Clinton,2016,Maryland,Charles,49341
Donald Trump,2016,Maryland,Charles,25614
Other,2016,Maryland,Charles,3348
Hillary Clinton,2016,Maryland,Dorchester,6245
Donald Trump,2016,Maryland,Dorchester,8413
Other,2016,Maryland,Dorchester,567
Hillary Clinton,2016,Maryland,Frederick,56522
Donald Trump,2016,Maryland,Frederick,59522
Other,2016,Maryland,Frederick,9633
Hillary Clinton,2016,Maryland,Garrett,2567
Donald Trump,2016,Maryland,Garrett,10776
Other,2016,Maryland,Garrett,668
Hillary Clinton,2016,Maryland,Harford,47077
Donald Trump,2016,Maryland,Harford,77860
Other,2016,Maryland,Harford,8735
Hillary Clinton,2016,Maryland,Howard,102597
Donald Trump,2016,Maryland,Howard,47484
Other,2016,Maryland,Howard,12112
Hillary Clinton,2016,Maryland,Kent,4575
Donald Trump,2016,Maryland,Kent,4876
Other,2016,Maryland,Kent,570
Hillary Clinton,2016,Maryland,Montgomery,357837
Donald Trump,2016,Maryland,Montgomery,92704
Other,2016,Maryland,Montgomery,28332
Hillary Clinton,2016,Maryland,Prince George's,344049
Donald Trump,2016,Maryland,Prince George's,32811
Other,2016,Maryland,Prince George's,13525
Hillary Clinton,2016,Maryland,Queen Anne's,7973
Donald Trump,2016,Maryland,Queen Anne's,16993
Other,2016,Maryland,Queen Anne's,1557
Hillary Clinton,2016,Maryland,St. Mary's,17534
Donald Trump,2016,Maryland,St. Mary's,28663
Other,2016,Maryland,St. Mary's,3645
Hillary Clinton,2016,Maryland,Somerset,4196
Donald Trump,2016,Maryland,Somerset,5341
Other,2016,Maryland,Somerset,363
Hillary Clinton,2016,Maryland,Talbot,8653
Donald Trump,2016,Maryland,Talbot,10724
Other,2016,Maryland,Talbot,1176
Hillary Clinton,2016,Maryland,Washington,21129
Donald Trump,2016,Maryland,Washington,40998
Other,2016,Maryland,Washington,3864
Hillary Clinton,2016,Maryland,Wicomico,18050
Donald Trump,2016,Maryland,Wicomico,22198
Other,2016,Maryland,Wicomico,2299
Hillary Clinton,2016,Maryland,Worcester,9753
Donald Trump,2016,Maryland,Worcester,17210
Other,2016,Maryland,Worcester,1310
Hillary Clinton,2016,Maryland,Baltimore City,202673
Donald Trump,2016,Maryland,Baltimore City,25205
Other,2016,Maryland,Baltimore City,11524
Hillary Clinton,2016,Massachusetts,Barnstable,72430
Donald Trump,2016,Massachusetts,Barnstable,54099
Other,2016,Massachusetts,Barnstable,7333
Hillary Clinton,2016,Massachusetts,Berkshire,43714
Donald Trump,2016,Massachusetts,Berkshire,16839
Other,2016,Massachusetts,Berkshire,4250
Hillary Clinton,2016,Massachusetts,Bristol,129540
Donald Trump,2016,Massachusetts,Bristol,105443
Other,2016,Massachusetts,Bristol,13976
Hillary Clinton,2016,Massachusetts,Dukes,8400
Donald Trump,2016,Massachusetts,Dukes,2477
Other,2016,Massachusetts,Dukes,625
Hillary Clinton,2016,Massachusetts,Essex,222310
Donald Trump,2016,Massachusetts,Essex,136316
Other,2016,Massachusetts,Essex,21242
Hillary Clinton,2016,Massachusetts,Franklin,24478
Donald Trump,2016,Massachusetts,Franklin,10364
Other,2016,Massachusetts,Franklin,3335
Hillary Clinton,2016,Massachusetts,Hampden,112590
Donald Trump,2016,Massachusetts,Hampden,78685
Other,2016,Massachusetts,Hampden,11842
Hillary Clinton,2016,Massachusetts,Hampshire,55367
Donald Trump,2016,Massachusetts,Hampshire,21790
Other,2016,Massachusetts,Hampshire,5799
Hillary Clinton,2016,Massachusetts,Middlesex,520360
Donald Trump,2016,Massachusetts,Middlesex,219793
Other,2016,Massachusetts,Middlesex,43881
Hillary Clinton,2016,Massachusetts,Nantucket,4146
Donald Trump,2016,Massachusetts,Nantucket,1892
Other,2016,Massachusetts,Nantucket,368
Hillary Clinton,2016,Massachusetts,Norfolk,221819
Donald Trump,2016,Massachusetts,Norfolk,119723
Other,2016,Massachusetts,Norfolk,20020
Hillary Clinton,2016,Massachusetts,Plymouth,135513
Donald Trump,2016,Massachusetts,Plymouth,115369
Other,2016,Massachusetts,Plymouth,15981
Hillary Clinton,2016,Massachusetts,Suffolk,245751
Donald Trump,2016,Massachusetts,Suffolk,50421
Other,2016,Massachusetts,Suffolk,12569
Hillary Clinton,2016,Massachusetts,Worcester,198778
Donald Trump,2016,Massachusetts,Worcester,157682
Other,2016,Massachusetts,Worcester,27245
Hillary Clinton,2016,Michigan,Alcona,1732
Donald Trump,2016,Michigan,Alcona,4201
Other,2016,Michigan,Alcona,265
Hillary Clinton,2016,Michigan,Alger,1663
Donald Trump,2016,Michigan,Alger,2585
Other,2016,Michigan,Alger,270
Hillary Clinton,2016,Michigan,Allegan,18050
Donald Trump,2016,Michigan,Allegan,34183
Other,2016,Michigan,Allegan,3553
Hillary Clinton,2016,Michigan,Alpena,4877
Donald Trump,2016,Michigan,Alpena,9090
Other,2016,Michigan,Alpena,731
Hillary Clinton,2016,Michigan,Antrim,4448
Donald Trump,2016,Michigan,Antrim,8469
Other,2016,Michigan,Antrim,665
Hillary Clinton,2016,Michigan,Arenac,2384
Donald Trump,2016,Michigan,Arenac,4950
Other,2016,Michigan,Arenac,362
Hillary Clinton,2016,Michigan,Baraga,1156
Donald Trump,2016,Michigan,Baraga,2158
Other,2016,Michigan,Baraga,176
Hillary Clinton,2016,Michigan,Barry,9114
Donald Trump,2016,Michigan,Barry,19202
Other,2016,Michigan,Barry,2013
Hillary Clinton,2016,Michigan,Bay,21642
Donald Trump,2016,Michigan,Bay,28328
Other,2016,Michigan,Bay,3007
Hillary Clinton,2016,Michigan,Benzie,4108
Donald Trump,2016,Michigan,Benzie,5539
Other,2016,Michigan,Benzie,581
Hillary Clinton,2016,Michigan,Berrien,29495
Donald Trump,2016,Michigan,Berrien,38647
Other,2016,Michigan,Berrien,3889
Hillary Clinton,2016,Michigan,Branch,5061
Donald Trump,2016,Michigan,Branch,11786
Other,2016,Michigan,Branch,816
Hillary Clinton,2016,Michigan,Calhoun,24157
Donald Trump,2016,Michigan,Calhoun,31494
Other,2016,Michigan,Calhoun,3251
Hillary Clinton,2016,Michigan,Cass,7270
Donald Trump,2016,Michigan,Cass,14243
Other,2016,Michigan,Cass,1082
Hillary Clinton,2016,Michigan,Charlevoix,5137
Donald Trump,2016,Michigan,Charlevoix,8674
Other,2016,Michigan,Charlevoix,778
Hillary Clinton,2016,Michigan,Cheboygan,4302
Donald Trump,2016,Michigan,Cheboygan,8683
Other,2016,Michigan,Cheboygan,687
Hillary Clinton,2016,Michigan,Chippewa,5379
Donald Trump,2016,Michigan,Chippewa,9122
Other,2016,Michigan,Chippewa,955
Hillary Clinton,2016,Michigan,Clare,4249
Donald Trump,2016,Michigan,Clare,8505
Other,2016,Michigan,Clare,635
Hillary Clinton,2016,Michigan,Clinton,16492
Donald Trump,2016,Michigan,Clinton,21636
Other,2016,Michigan,Clinton,2527
Hillary Clinton,2016,Michigan,Crawford,2110
Donald Trump,2016,Michigan,Crawford,4354
Other,2016,Michigan,Crawford,380
Hillary Clinton,2016,Michigan,Delta,6436
Donald Trump,2016,Michigan,Delta,11121
Other,2016,Michigan,Delta,935
Hillary Clinton,2016,Michigan,Dickinson,3923
Donald Trump,2016,Michigan,Dickinson,8580
Other,2016,Michigan,Dickinson,662
Hillary Clinton,2016,Michigan,Eaton,24938
Donald Trump,2016,Michigan,Eaton,27609
Other,2016,Michigan,Eaton,3674
Hillary Clinton,2016,Michigan,Emmet,6972
Donald Trump,2016,Michigan,Emmet,10616
Other,2016,Michigan,Emmet,1214
Hillary Clinton,2016,Michigan,Genesee,102751
Donald Trump,2016,Michigan,Genesee,84175
Other,2016,Michigan,Genesee,9370
Hillary Clinton,2016,Michigan,Gladwin,3794
Donald Trump,2016,Michigan,Gladwin,8124
Other,2016,Michigan,Gladwin,554
Hillary Clinton,2016,Michigan,Gogebic,2925
Donald Trump,2016,Michigan,Gogebic,4018
Other,2016,Michigan,Gogebic,386
Hillary Clinton,2016,Michigan,Grand Traverse,20965
Donald Trump,2016,Michigan,Grand Traverse,27413
Other,2016,Michigan,Grand Traverse,3211
Hillary Clinton,2016,Michigan,Gratiot,5666
Donald Trump,2016,Michigan,Gratiot,9880
Other,2016,Michigan,Gratiot,919
Hillary Clinton,2016,Michigan,Hillsdale,4799
Donald Trump,2016,Michigan,Hillsdale,14095
Other,2016,Michigan,Hillsdale,1046
Hillary Clinton,2016,Michigan,Houghton,6018
Donald Trump,2016,Michigan,Houghton,8475
Other,2016,Michigan,Houghton,1131
Hillary Clinton,2016,Michigan,Huron,4579
Donald Trump,2016,Michigan,Huron,10692
Other,2016,Michigan,Huron,646
Hillary Clinton,2016,Michigan,Ingham,79110
Donald Trump,2016,Michigan,Ingham,43868
Other,2016,Michigan,Ingham,8160
Hillary Clinton,2016,Michigan,Ionia,8352
Donald Trump,2016,Michigan,Ionia,16635
Other,2016,Michigan,Ionia,1867
Hillary Clinton,2016,Michigan,Iosco,4345
Donald Trump,2016,Michigan,Iosco,8345
Other,2016,Michigan,Iosco,671
Hillary Clinton,2016,Michigan,Iron,2004
Donald Trump,2016,Michigan,Iron,3675
Other,2016,Michigan,Iron,231
Hillary Clinton,2016,Michigan,Isabella,11404
Donald Trump,2016,Michigan,Isabella,12338
Other,2016,Michigan,Isabella,1650
Hillary Clinton,2016,Michigan,Jackson,25795
Donald Trump,2016,Michigan,Jackson,39793
Other,2016,Michigan,Jackson,4089
Hillary Clinton,2016,Michigan,Kalamazoo,67148
Donald Trump,2016,Michigan,Kalamazoo,51034
Other,2016,Michigan,Kalamazoo,8117
Hillary Clinton,2016,Michigan,Kalkaska,2280
Donald Trump,2016,Michigan,Kalkaska,6116
Other,2016,Michigan,Kalkaska,437
Hillary Clinton,2016,Michigan,Kent,138683
Donald Trump,2016,Michigan,Kent,148180
Other,2016,Michigan,Kent,21321
Hillary Clinton,2016,Michigan,Keweenaw,527
Donald Trump,2016,Michigan,Keweenaw,814
Other,2016,Michigan,Keweenaw,93
Hillary Clinton,2016,Michigan,Lake,1939
Donald Trump,2016,Michigan,Lake,3159
Other,2016,Michigan,Lake,230
Hillary Clinton,2016,Michigan,Lapeer,12734
Donald Trump,2016,Michigan,Lapeer,30037
Other,2016,Michigan,Lapeer,2412
Hillary Clinton,2016,Michigan,Leelanau,6774
Donald Trump,2016,Michigan,Leelanau,7239
Other,2016,Michigan,Leelanau,744
Hillary Clinton,2016,Michigan,Lenawee,16750
Donald Trump,2016,Michigan,Lenawee,26430
Other,2016,Michigan,Lenawee,2759
Hillary Clinton,2016,Michigan,Livingston,34384
Donald Trump,2016,Michigan,Livingston,65680
Other,2016,Michigan,Livingston,5802
Hillary Clinton,2016,Michigan,Luce,681
Donald Trump,2016,Michigan,Luce,1756
Other,2016,Michigan,Luce,142
Hillary Clinton,2016,Michigan,Mackinac,2085
Donald Trump,2016,Michigan,Mackinac,3744
Other,2016,Michigan,Mackinac,268
Hillary Clinton,2016,Michigan,Macomb,176317
Donald Trump,2016,Michigan,Macomb,224665
Other,2016,Michigan,Macomb,18330
Hillary Clinton,2016,Michigan,Manistee,4979
Donald Trump,2016,Michigan,Manistee,6915
Other,2016,Michigan,Manistee,705
Hillary Clinton,2016,Michigan,Marquette,16042
Donald Trump,2016,Michigan,Marquette,14646
Other,2016,Michigan,Marquette,2288
Hillary Clinton,2016,Michigan,Mason,5281
Donald Trump,2016,Michigan,Mason,8505
Other,2016,Michigan,Mason,899
Hillary Clinton,2016,Michigan,Mecosta,5827
Donald Trump,2016,Michigan,Mecosta,10305
Other,2016,Michigan,Mecosta,1036
Hillary Clinton,2016,Michigan,Menominee,3539
Donald Trump,2016,Michigan,Menominee,6702
Other,2016,Michigan,Menominee,527
Hillary Clinton,2016,Michigan,Midland,15635
Donald Trump,2016,Michigan,Midland,23846
Other,2016,Michigan,Midland,3025
Hillary Clinton,2016,Michigan,Missaukee,1565
Donald Trump,2016,Michigan,Missaukee,5386
Other,2016,Michigan,Missaukee,366
Hillary Clinton,2016,Michigan,Monroe,26863
Donald Trump,2016,Michigan,Monroe,43261
Other,2016,Michigan,Monroe,4094
Hillary Clinton,2016,Michigan,Montcalm,7874
Donald Trump,2016,Michigan,Montcalm,16907
Other,2016,Michigan,Montcalm,1828
Hillary Clinton,2016,Michigan,Montmorency,1287
Donald Trump,2016,Michigan,Montmorency,3498
Other,2016,Michigan,Montmorency,224
Hillary Clinton,2016,Michigan,Muskegon,37304
Donald Trump,2016,Michigan,Muskegon,36127
Other,2016,Michigan,Muskegon,4657
Hillary Clinton,2016,Michigan,Newaygo,6212
Donald Trump,2016,Michigan,Newaygo,15173
Other,2016,Michigan,Newaygo,1255
Hillary Clinton,2016,Michigan,Oakland,343070
Donald Trump,2016,Michigan,Oakland,289203
Other,2016,Michigan,Oakland,32341
Hillary Clinton,2016,Michigan,Oceana,3973
Donald Trump,2016,Michigan,Oceana,7228
Other,2016,Michigan,Oceana,729
Hillary Clinton,2016,Michigan,Ogemaw,3030
Donald Trump,2016,Michigan,Ogemaw,6827
Other,2016,Michigan,Ogemaw,530
Hillary Clinton,2016,Michigan,Ontonagon,1176
Donald Trump,2016,Michigan,Ontonagon,2066
Other,2016,Michigan,Ontonagon,184
Hillary Clinton,2016,Michigan,Osceola,2705
Donald Trump,2016,Michigan,Osceola,7336
Other,2016,Michigan,Osceola,568
Hillary Clinton,2016,Michigan,Oscoda,1044
Donald Trump,2016,Michigan,Oscoda,2843
Other,2016,Michigan,Oscoda,186
Hillary Clinton,2016,Michigan,Otsego,3556
Donald Trump,2016,Michigan,Otsego,8266
Other,2016,Michigan,Otsego,716
Hillary Clinton,2016,Michigan,Ottawa,44973
Donald Trump,2016,Michigan,Ottawa,88467
Other,2016,Michigan,Ottawa,9294
Hillary Clinton,2016,Michigan,Presque Isle,2400
Donald Trump,2016,Michigan,Presque Isle,4488
Other,2016,Michigan,Presque Isle,330
Hillary Clinton,2016,Michigan,Roscommon,4287
Donald Trump,2016,Michigan,Roscommon,8141
Other,2016,Michigan,Roscommon,613
Hillary Clinton,2016,Michigan,Saginaw,44396
Donald Trump,2016,Michigan,Saginaw,45469
Other,2016,Michigan,Saginaw,4455
Hillary Clinton,2016,Michigan,St. Clair,24553
Donald Trump,2016,Michigan,St. Clair,49051
Other,2016,Michigan,St. Clair,4399
Hillary Clinton,2016,Michigan,St. Joseph,7526
Donald Trump,2016,Michigan,St. Joseph,14884
Other,2016,Michigan,St. Joseph,1347
Hillary Clinton,2016,Michigan,Sanilac,4873
Donald Trump,2016,Michigan,Sanilac,13446
Other,2016,Michigan,Sanilac,930
Hillary Clinton,2016,Michigan,Schoolcraft,1369
Donald Trump,2016,Michigan,Schoolcraft,2556
Other,2016,Michigan,Schoolcraft,229
Hillary Clinton,2016,Michigan,Shiawassee,12546
Donald Trump,2016,Michigan,Shiawassee,19230
Other,2016,Michigan,Shiawassee,2335
Hillary Clinton,2016,Michigan,Tuscola,7429
Donald Trump,2016,Michigan,Tuscola,17102
Other,2016,Michigan,Tuscola,1265
Hillary Clinton,2016,Michigan,Van Buren,13258
Donald Trump,2016,Michigan,Van Buren,17890
Other,2016,Michigan,Van Buren,2126
Hillary Clinton,2016,Michigan,Washtenaw,128483
Donald Trump,2016,Michigan,Washtenaw,50631
Other,2016,Michigan,Washtenaw,9464
Hillary Clinton,2016,Michigan,Wayne,519444
Donald Trump,2016,Michigan,Wayne,228993
Other,2016,Michigan,Wayne,29401
Hillary Clinton,2016,Michigan,Wexford,4436
Donald Trump,2016,Michigan,Wexford,10000
Other,2016,Michigan,Wexford,862
Hillary Clinton,2016,Minnesota,Aitkin,3134
Donald Trump,2016,Minnesota,Aitkin,5516
Other,2016,Minnesota,Aitkin,581
Hillary Clinton,2016,Minnesota,Anoka,75500
Donald Trump,2016,Minnesota,Anoka,93339
Other,2016,Minnesota,Anoka,16919
Hillary Clinton,2016,Minnesota,Becker,5208
Donald Trump,2016,Minnesota,Becker,10880
Other,2016,Minnesota,Becker,1134
Hillary Clinton,2016,Minnesota,Beltrami,8688
Donald Trump,2016,Minnesota,Beltrami,10783
Other,2016,Minnesota,Beltrami,2093
Hillary Clinton,2016,Minnesota,Benton,5640
Donald Trump,2016,Minnesota,Benton,12872
Other,2016,Minnesota,Benton,1546
Hillary Clinton,2016,Minnesota,Big Stone,921
Donald Trump,2016,Minnesota,Big Stone,1608
Other,2016,Minnesota,Big Stone,226
Hillary Clinton,2016,Minnesota,Blue Earth,14428
Donald Trump,2016,Minnesota,Blue Earth,15667
Other,2016,Minnesota,Blue Earth,3498
Hillary Clinton,2016,Minnesota,Brown,3763
Donald Trump,2016,Minnesota,Brown,8708
Other,2016,Minnesota,Brown,1308
