CandidateName,Year,StateName,CountyName,Count
George W. Bush,2004,Florida,Martin,41362
Other,2004,Florida,Martin,883
John Kerry,2004,Florida,Miami-Dade,409732
George W. Bush,2004,Florida,Miami-Dade,361095
Other,2004,Florida,Miami-Dade,3899
John Kerry,2004,Florida,Monroe,19654
George W. Bush,2004,Florida,Monroe,19467
Other,2004,Florida,Monroe,414
John Kerry,2004,Florida,Nassau,8573
George W. Bush,2004,Florida,Nassau,23783
Other,2004,Florida,Nassau,387
John Kerry,2004,Florida,Okaloosa,19368
George W. Bush,2004,Florida,Okaloosa,69693
Other,2004,Florida,Okaloosa,695
John Kerry,2004,Florida,Okeechobee,5153
George W. Bush,2004,Florida,Okeechobee,6978
Other,2004,Florida,Okeechobee,59
John Kerry,2004,Florida,Orange,193354
George W. Bush,2004,Florida,Orange,192539
Other,2004,Florida,Orange,2151
John Kerry,2004,Florida,Osceola,38633
George W. Bush,2004,Florida,Osceola,43117
Other,2004,Florida,Osceola,454
John Kerry,2004,Florida,Palm Beach,328687
George W. Bush,2004,Florida,Palm Beach,212688
Other,2004,Florida,Palm Beach,3247
John Kerry,2004,Florida,Pasco,84749
George W. Bush,2004,Florida,Pasco,103230
Other,2004,Florida,Pasco,2937
John Kerry,2004,Florida,Pinellas,225460
George W. Bush,2004,Florida,Pinellas,225686
Other,2004,Florida,Pinellas,4211
John Kerry,2004,Florida,Polk,86009
George W. Bush,2004,Florida,Polk,123559
Other,2004,Florida,Polk,1262
John Kerry,2004,Florida,Putnam,12412
George W. Bush,2004,Florida,Putnam,18311
Other,2004,Florida,Putnam,250
John Kerry,2004,Florida,St. Johns,26399
George W. Bush,2004,Florida,St. Johns,59196
Other,2004,Florida,St. Johns,695
John Kerry,2004,Florida,St. Lucie,51835
George W. Bush,2004,Florida,St. Lucie,47592
Other,2004,Florida,St. Lucie,636
John Kerry,2004,Florida,Santa Rosa,14659
George W. Bush,2004,Florida,Santa Rosa,52059
Other,2004,Florida,Santa Rosa,589
John Kerry,2004,Florida,Sarasota,88442
George W. Bush,2004,Florida,Sarasota,104692
Other,2004,Florida,Sarasota,2518
John Kerry,2004,Florida,Seminole,76971
George W. Bush,2004,Florida,Seminole,108172
Other,2004,Florida,Seminole,1052
John Kerry,2004,Florida,Sumter,11584
George W. Bush,2004,Florida,Sumter,19800
Other,2004,Florida,Sumter,458
John Kerry,2004,Florida,Suwannee,4522
George W. Bush,2004,Florida,Suwannee,11153
Other,2004,Florida,Suwannee,127
John Kerry,2004,Florida,Taylor,3049
George W. Bush,2004,Florida,Taylor,5467
Other,2004,Florida,Taylor,65
John Kerry,2004,Florida,Union,1251
George W. Bush,2004,Florida,Union,3396
Other,2004,Florida,Union,28
John Kerry,2004,Florida,Volusia,115519
George W. Bush,2004,Florida,Volusia,111924
Other,2004,Florida,Volusia,1496
John Kerry,2004,Florida,Wakulla,4896
George W. Bush,2004,Florida,Wakulla,6777
Other,2004,Florida,Wakulla,90
John Kerry,2004,Florida,Walton,6213
George W. Bush,2004,Florida,Walton,17555
Other,2004,Florida,Walton,208
John Kerry,2004,Florida,Washington,2912
George W. Bush,2004,Florida,Washington,7369
Other,2004,Florida,Washington,85
John Kerry,2004,Georgia,Appling,1848
George W. Bush,2004,Georgia,Appling,4494
Other,2004,Georgia,Appling,27
John Kerry,2004,Georgia,Atkinson,799
George W. Bush,2004,Georgia,Atkinson,1666
Other,2004,Georgia,Atkinson,5
John Kerry,2004,Georgia,Bacon,930
George W. Bush,2004,Georgia,Bacon,2853
Other,2004,Georgia,Bacon,7
John Kerry,2004,Georgia,Baker,936
George W. Bush,2004,Georgia,Baker,821
Other,2004,Georgia,Baker,7
John Kerry,2004,Georgia,Baldwin,6775
George W. Bush,2004,Georgia,Baldwin,7709
Other,2004,Georgia,Baldwin,63
John Kerry,2004,Georgia,Banks,1149
George W. Bush,2004,Georgia,Banks,4410
Other,2004,Georgia,Banks,31
John Kerry,2004,Georgia,Barrow,4095
George W. Bush,2004,Georgia,Barrow,13520
Other,2004,Georgia,Barrow,112
John Kerry,2004,Georgia,Bartow,7741
George W. Bush,2004,Georgia,Bartow,22311
Other,2004,Georgia,Bartow,180
John Kerry,2004,Georgia,Ben Hill,2180
George W. Bush,2004,Georgia,Ben Hill,3331
Other,2004,Georgia,Ben Hill,25
John Kerry,2004,Georgia,Berrien,1638
George W. Bush,2004,Georgia,Berrien,3917
Other,2004,Georgia,Berrien,37
John Kerry,2004,Georgia,Bibb,29322
George W. Bush,2004,Georgia,Bibb,28107
Other,2004,Georgia,Bibb,258
John Kerry,2004,Georgia,Bleckley,1281
George W. Bush,2004,Georgia,Bleckley,3167
Other,2004,Georgia,Bleckley,19
John Kerry,2004,Georgia,Brantley,1258
George W. Bush,2004,Georgia,Brantley,4333
Other,2004,Georgia,Brantley,27
John Kerry,2004,Georgia,Brooks,2193
George W. Bush,2004,Georgia,Brooks,2912
Other,2004,Georgia,Brooks,8
John Kerry,2004,Georgia,Bryan,2590
George W. Bush,2004,Georgia,Bryan,7363
Other,2004,Georgia,Bryan,30
John Kerry,2004,Georgia,Bulloch,6840
George W. Bush,2004,Georgia,Bulloch,12252
Other,2004,Georgia,Bulloch,79
John Kerry,2004,Georgia,Burke,4213
George W. Bush,2004,Georgia,Burke,4232
Other,2004,Georgia,Burke,34
John Kerry,2004,Georgia,Butts,2572
George W. Bush,2004,Georgia,Butts,5119
Other,2004,Georgia,Butts,43
John Kerry,2004,Georgia,Calhoun,1119
George W. Bush,2004,Georgia,Calhoun,890
Other,2004,Georgia,Calhoun,10
John Kerry,2004,Georgia,Camden,4637
George W. Bush,2004,Georgia,Camden,9488
Other,2004,Georgia,Camden,50
John Kerry,2004,Georgia,Candler,1096
George W. Bush,2004,Georgia,Candler,2048
Other,2004,Georgia,Candler,7
John Kerry,2004,Georgia,Carroll,10224
George W. Bush,2004,Georgia,Carroll,24837
Other,2004,Georgia,Carroll,217
John Kerry,2004,Georgia,Catoosa,5807
George W. Bush,2004,Georgia,Catoosa,16406
Other,2004,Georgia,Catoosa,91
John Kerry,2004,Georgia,Charlton,1064
George W. Bush,2004,Georgia,Charlton,2311
Other,2004,Georgia,Charlton,12
John Kerry,2004,Georgia,Chatham,45630
George W. Bush,2004,Georgia,Chatham,45484
Other,2004,Georgia,Chatham,401
John Kerry,2004,Georgia,Chattahoochee,773
George W. Bush,2004,Georgia,Chattahoochee,905
Other,2004,Georgia,Chattahoochee,10
John Kerry,2004,Georgia,Chattooga,2809
George W. Bush,2004,Georgia,Chattooga,4992
Other,2004,Georgia,Chattooga,46
John Kerry,2004,Georgia,Cherokee,14824
George W. Bush,2004,Georgia,Cherokee,58238
Other,2004,Georgia,Cherokee,525
John Kerry,2004,Georgia,Clarke,21718
George W. Bush,2004,Georgia,Clarke,15052
Other,2004,Georgia,Clarke,465
John Kerry,2004,Georgia,Clay,798
George W. Bush,2004,Georgia,Clay,509
Other,2004,Georgia,Clay,2
John Kerry,2004,Georgia,Clayton,56113
George W. Bush,2004,Georgia,Clayton,23106
Other,2004,Georgia,Clayton,327
John Kerry,2004,Georgia,Clinch,750
George W. Bush,2004,Georgia,Clinch,1501
Other,2004,Georgia,Clinch,14
John Kerry,2004,Georgia,Cobb,103955
George W. Bush,2004,Georgia,Cobb,173467
Other,2004,Georgia,Cobb,2051
John Kerry,2004,Georgia,Coffee,3979
George W. Bush,2004,Georgia,Coffee,8306
Other,2004,Georgia,Coffee,42
John Kerry,2004,Georgia,Colquitt,3378
George W. Bush,2004,Georgia,Colquitt,8296
Other,2004,Georgia,Colquitt,56
John Kerry,2004,Georgia,Columbia,11442
George W. Bush,2004,Georgia,Columbia,35549
Other,2004,Georgia,Columbia,153
John Kerry,2004,Georgia,Cook,1733
George W. Bush,2004,Georgia,Cook,3065
Other,2004,Georgia,Cook,18
John Kerry,2004,Georgia,Coweta,10647
George W. Bush,2004,Georgia,Coweta,31682
Other,2004,Georgia,Coweta,216
John Kerry,2004,Georgia,Crawford,1552
George W. Bush,2004,Georgia,Crawford,2830
Other,2004,Georgia,Crawford,20
John Kerry,2004,Georgia,Crisp,2357
George W. Bush,2004,Georgia,Crisp,3865
Other,2004,Georgia,Crisp,28
John Kerry,2004,Georgia,Dade,1823
George W. Bush,2004,Georgia,Dade,4368
Other,2004,Georgia,Dade,39
John Kerry,2004,Georgia,Dawson,1407
George W. Bush,2004,Georgia,Dawson,6649
Other,2004,Georgia,Dawson,57
John Kerry,2004,Georgia,Decatur,3577
George W. Bush,2004,Georgia,Decatur,5348
Other,2004,Georgia,Decatur,26
John Kerry,2004,Georgia,DeKalb,200787
George W. Bush,2004,Georgia,DeKalb,73570
Other,2004,Georgia,DeKalb,1782
John Kerry,2004,Georgia,Dodge,2384
George W. Bush,2004,Georgia,Dodge,4584
Other,2004,Georgia,Dodge,27
John Kerry,2004,Georgia,Dooly,1973
George W. Bush,2004,Georgia,Dooly,1853
Other,2004,Georgia,Dooly,18
John Kerry,2004,Georgia,Dougherty,19805
George W. Bush,2004,Georgia,Dougherty,13711
Other,2004,Georgia,Dougherty,131
John Kerry,2004,Georgia,Douglas,15997
George W. Bush,2004,Georgia,Douglas,25846
Other,2004,Georgia,Douglas,222
John Kerry,2004,Georgia,Early,1701
George W. Bush,2004,Georgia,Early,2495
Other,2004,Georgia,Early,17
John Kerry,2004,Georgia,Echols,231
George W. Bush,2004,Georgia,Echols,757
Other,2004,Georgia,Echols,3
John Kerry,2004,Georgia,Effingham,3613
George W. Bush,2004,Georgia,Effingham,12503
Other,2004,Georgia,Effingham,51
John Kerry,2004,Georgia,Elbert,2984
George W. Bush,2004,Georgia,Elbert,4626
Other,2004,Georgia,Elbert,46
John Kerry,2004,Georgia,Emanuel,2774
George W. Bush,2004,Georgia,Emanuel,4666
Other,2004,Georgia,Emanuel,28
John Kerry,2004,Georgia,Evans,1213
George W. Bush,2004,Georgia,Evans,2291
Other,2004,Georgia,Evans,10
John Kerry,2004,Georgia,Fannin,2727
George W. Bush,2004,Georgia,Fannin,6862
Other,2004,Georgia,Fannin,61
John Kerry,2004,Georgia,Fayette,14887
George W. Bush,2004,Georgia,Fayette,37346
Other,2004,Georgia,Fayette,295
John Kerry,2004,Georgia,Floyd,10038
George W. Bush,2004,Georgia,Floyd,21400
Other,2004,Georgia,Floyd,187
John Kerry,2004,Georgia,Forsyth,9201
George W. Bush,2004,Georgia,Forsyth,47267
Other,2004,Georgia,Forsyth,358
John Kerry,2004,Georgia,Franklin,2245
George W. Bush,2004,Georgia,Franklin,5218
Other,2004,Georgia,Franklin,39
John Kerry,2004,Georgia,Fulton,199436
George W. Bush,2004,Georgia,Fulton,134372
Other,2004,Georgia,Fulton,2216
John Kerry,2004,Georgia,Gilmer,2510
George W. Bush,2004,Georgia,Gilmer,7414
Other,2004,Georgia,Gilmer,74
John Kerry,2004,Georgia,Glascock,250
George W. Bush,2004,Georgia,Glascock,1016
Other,2004,Georgia,Glascock,3
John Kerry,2004,Georgia,Glynn,8962
George W. Bush,2004,Georgia,Glynn,18608
Other,2004,Georgia,Glynn,122
John Kerry,2004,Georgia,Gordon,4028
George W. Bush,2004,Georgia,Gordon,11671
Other,2004,Georgia,Gordon,76
John Kerry,2004,Georgia,Grady,3092
George W. Bush,2004,Georgia,Grady,5068
Other,2004,Georgia,Grady,31
John Kerry,2004,Georgia,Greene,2774
George W. Bush,2004,Georgia,Greene,4069
Other,2004,Georgia,Greene,29
John Kerry,2004,Georgia,Gwinnett,81708
George W. Bush,2004,Georgia,Gwinnett,160445
Other,2004,Georgia,Gwinnett,1764
John Kerry,2004,Georgia,Habersham,2750
George W. Bush,2004,Georgia,Habersham,10434
Other,2004,Georgia,Habersham,61
John Kerry,2004,Georgia,Hall,10514
George W. Bush,2004,Georgia,Hall,38883
Other,2004,Georgia,Hall,299
John Kerry,2004,Georgia,Hancock,2715
George W. Bush,2004,Georgia,Hancock,822
Other,2004,Georgia,Hancock,13
John Kerry,2004,Georgia,Haralson,2434
George W. Bush,2004,Georgia,Haralson,7703
Other,2004,Georgia,Haralson,56
John Kerry,2004,Georgia,Harris,3400
George W. Bush,2004,Georgia,Harris,8878
Other,2004,Georgia,Harris,53
John Kerry,2004,Georgia,Hart,3479
George W. Bush,2004,Georgia,Hart,5500
Other,2004,Georgia,Hart,42
John Kerry,2004,Georgia,Heard,1148
George W. Bush,2004,Georgia,Heard,2788
Other,2004,Georgia,Heard,19
John Kerry,2004,Georgia,Henry,21096
George W. Bush,2004,Georgia,Henry,42759
Other,2004,Georgia,Henry,298
John Kerry,2004,Georgia,Houston,15054
George W. Bush,2004,Georgia,Houston,29862
Other,2004,Georgia,Houston,237
John Kerry,2004,Georgia,Irwin,1051
George W. Bush,2004,Georgia,Irwin,2347
Other,2004,Georgia,Irwin,16
John Kerry,2004,Georgia,Jackson,3468
George W. Bush,2004,Georgia,Jackson,12611
Other,2004,Georgia,Jackson,91
John Kerry,2004,Georgia,Jasper,1558
George W. Bush,2004,Georgia,Jasper,3157
Other,2004,Georgia,Jasper,25
John Kerry,2004,Georgia,Jeff Davis,1277
George W. Bush,2004,Georgia,Jeff Davis,3549
Other,2004,Georgia,Jeff Davis,18
John Kerry,2004,Georgia,Jefferson,3447
George W. Bush,2004,Georgia,Jefferson,3066
Other,2004,Georgia,Jefferson,22
John Kerry,2004,Georgia,Jenkins,1494
George W. Bush,2004,Georgia,Jenkins,1898
Other,2004,Georgia,Jenkins,11
John Kerry,2004,Georgia,Johnson,1263
George W. Bush,2004,Georgia,Johnson,2279
Other,2004,Georgia,Johnson,11
John Kerry,2004,Georgia,Jones,3855
George W. Bush,2004,Georgia,Jones,6939
Other,2004,Georgia,Jones,51
John Kerry,2004,Georgia,Lamar,2432
George W. Bush,2004,Georgia,Lamar,4027
Other,2004,Georgia,Lamar,35
John Kerry,2004,Georgia,Lanier,931
George W. Bush,2004,Georgia,Lanier,1641
Other,2004,Georgia,Lanier,12
John Kerry,2004,Georgia,Laurens,6281
George W. Bush,2004,Georgia,Laurens,10883
Other,2004,Georgia,Laurens,73
John Kerry,2004,Georgia,Lee,2182
George W. Bush,2004,Georgia,Lee,8201
Other,2004,Georgia,Lee,30
John Kerry,2004,Georgia,Liberty,6619
George W. Bush,2004,Georgia,Liberty,6131
Other,2004,Georgia,Liberty,50
John Kerry,2004,Georgia,Lincoln,1337
George W. Bush,2004,Georgia,Lincoln,2309
Other,2004,Georgia,Lincoln,11
John Kerry,2004,Georgia,Long,1033
George W. Bush,2004,Georgia,Long,1994
Other,2004,Georgia,Long,9
John Kerry,2004,Georgia,Lowndes,12516
George W. Bush,2004,Georgia,Lowndes,18981
Other,2004,Georgia,Lowndes,125
John Kerry,2004,Georgia,Lumpkin,2091
George W. Bush,2004,Georgia,Lumpkin,6690
Other,2004,Georgia,Lumpkin,74
John Kerry,2004,Georgia,McDuffie,2899
George W. Bush,2004,Georgia,McDuffie,4846
Other,2004,Georgia,McDuffie,28
John Kerry,2004,Georgia,McIntosh,2523
George W. Bush,2004,Georgia,McIntosh,2837
Other,2004,Georgia,McIntosh,18
John Kerry,2004,Georgia,Macon,2906
George W. Bush,2004,Georgia,Macon,1851
Other,2004,Georgia,Macon,20
John Kerry,2004,Georgia,Madison,2527
George W. Bush,2004,Georgia,Madison,7254
Other,2004,Georgia,Madison,52
John Kerry,2004,Georgia,Marion,1275
George W. Bush,2004,Georgia,Marion,1670
Other,2004,Georgia,Marion,7
John Kerry,2004,Georgia,Meriwether,3709
George W. Bush,2004,Georgia,Meriwether,4402
Other,2004,Georgia,Meriwether,36
John Kerry,2004,Georgia,Miller,736
George W. Bush,2004,Georgia,Miller,1694
Other,2004,Georgia,Miller,11
John Kerry,2004,Georgia,Mitchell,3360
George W. Bush,2004,Georgia,Mitchell,3885
Other,2004,Georgia,Mitchell,22
John Kerry,2004,Georgia,Monroe,3216
George W. Bush,2004,Georgia,Monroe,6522
Other,2004,Georgia,Monroe,45
John Kerry,2004,Georgia,Montgomery,1007
George W. Bush,2004,Georgia,Montgomery,2150
Other,2004,Georgia,Montgomery,11
John Kerry,2004,Georgia,Morgan,2304
George W. Bush,2004,Georgia,Morgan,4902
Other,2004,Georgia,Morgan,36
John Kerry,2004,Georgia,Murray,2899
George W. Bush,2004,Georgia,Murray,7745
Other,2004,Georgia,Murray,45
John Kerry,2004,Georgia,Muscogee,32867
George W. Bush,2004,Georgia,Muscogee,30850
Other,2004,Georgia,Muscogee,231
John Kerry,2004,Georgia,Newton,10939
George W. Bush,2004,Georgia,Newton,18095
Other,2004,Georgia,Newton,132
John Kerry,2004,Georgia,Oconee,3789
George W. Bush,2004,Georgia,Oconee,10276
Other,2004,Georgia,Oconee,105
John Kerry,2004,Georgia,Oglethorpe,1899
George W. Bush,2004,Georgia,Oglethorpe,3688
Other,2004,Georgia,Oglethorpe,41
John Kerry,2004,Georgia,Paulding,9420
George W. Bush,2004,Georgia,Paulding,30843
Other,2004,Georgia,Paulding,204
John Kerry,2004,Georgia,Peach,3961
George W. Bush,2004,Georgia,Peach,4554
Other,2004,Georgia,Peach,30
John Kerry,2004,Georgia,Pickens,2444
George W. Bush,2004,Georgia,Pickens,8115
Other,2004,Georgia,Pickens,68
John Kerry,2004,Georgia,Pierce,1234
George W. Bush,2004,Georgia,Pierce,4680
Other,2004,Georgia,Pierce,9
John Kerry,2004,Georgia,Pike,1506
George W. Bush,2004,Georgia,Pike,5193
Other,2004,Georgia,Pike,42
John Kerry,2004,Georgia,Polk,3868
George W. Bush,2004,Georgia,Polk,8467
Other,2004,Georgia,Polk,60
John Kerry,2004,Georgia,Pulaski,1294
George W. Bush,2004,Georgia,Pulaski,2202
Other,2004,Georgia,Pulaski,15
John Kerry,2004,Georgia,Putnam,2880
George W. Bush,2004,Georgia,Putnam,5188
Other,2004,Georgia,Putnam,39
John Kerry,2004,Georgia,Quitman,543
George W. Bush,2004,Georgia,Quitman,409
Other,2004,Georgia,Quitman,13
John Kerry,2004,Georgia,Rabun,1918
George W. Bush,2004,Georgia,Rabun,4650
Other,2004,Georgia,Rabun,57
John Kerry,2004,Georgia,Randolph,1612
George W. Bush,2004,Georgia,Randolph,1418
Other,2004,Georgia,Randolph,17
John Kerry,2004,Georgia,Richmond,39262
George W. Bush,2004,Georgia,Richmond,29764
Other,2004,Georgia,Richmond,256
John Kerry,2004,Georgia,Rockdale,12136
George W. Bush,2004,Georgia,Rockdale,18856
Other,2004,Georgia,Rockdale,164
John Kerry,2004,Georgia,Schley,464
George W. Bush,2004,Georgia,Schley,1063
Other,2004,Georgia,Schley,3
John Kerry,2004,Georgia,Screven,2534
George W. Bush,2004,Georgia,Screven,3360
Other,2004,Georgia,Screven,29
John Kerry,2004,Georgia,Seminole,1278
George W. Bush,2004,Georgia,Seminole,1977
Other,2004,Georgia,Seminole,19
John Kerry,2004,Georgia,Spalding,7460
George W. Bush,2004,Georgia,Spalding,13461
Other,2004,Georgia,Spalding,86
John Kerry,2004,Georgia,Stephens,2714
George W. Bush,2004,Georgia,Stephens,6904
Other,2004,Georgia,Stephens,42
John Kerry,2004,Georgia,Stewart,1220
George W. Bush,2004,Georgia,Stewart,797
Other,2004,Georgia,Stewart,14
John Kerry,2004,Georgia,Sumter,5562
George W. Bush,2004,Georgia,Sumter,5688
Other,2004,Georgia,Sumter,37
John Kerry,2004,Georgia,Talbot,1830
George W. Bush,2004,Georgia,Talbot,1103
Other,2004,Georgia,Talbot,10
John Kerry,2004,Georgia,Taliaferro,612
George W. Bush,2004,Georgia,Taliaferro,335
Other,2004,Georgia,Taliaferro,4
John Kerry,2004,Georgia,Tattnall,1787
George W. Bush,2004,Georgia,Tattnall,4657
Other,2004,Georgia,Tattnall,19
John Kerry,2004,Georgia,Taylor,1458
George W. Bush,2004,Georgia,Taylor,1912
Other,2004,Georgia,Taylor,11
John Kerry,2004,Georgia,Telfair,1590
